# Signal: 6-month momentum (skip=1)
# Date: 2026-04-06
# Universe: 503 stocks
# Top N: 10
# Min Market Cap: None
# Price Data Range: 2015-10-01 to 2026-03-01
index,Ticker,Momentum (%),Monthly Vol (%),Ann. Vol (%),Weight (%),Company,Sector,Industry
0,SNDK,1110.9014114161446,59.5246842256136,206.19955476651288,2.619072620018034,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals"
1,LITE,427.753923672275,28.937755222646423,100.24332460523046,5.387407194201383,Lumentum,Information Technology,Communications Equipment
2,CIEN,271.07588344928854,19.10443169625917,66.1796926953003,8.160382530564911,Ciena,Information Technology,Communications Equipment
3,WDC,248.83092191403335,19.133552531854207,66.28057022891923,8.14796261232602,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals"
4,MU,246.8573429416193,18.858322093179268,65.3271440217703,8.26687920061086,Micron Technology,Information Technology,Semiconductors
5,COHR,186.2053599890168,4.722342582486041,16.358674567223687,33.013164112386754,Coherent Corp.,Information Technology,Electronic Components
6,TER,171.1384260660044,13.527581622448546,46.86091734723181,11.524563297538288,Teradyne,Information Technology,Semiconductor Materials & Equipment
7,STX,145.04116812352095,21.456352252100107,74.32698449146457,7.265888853743292,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals"
8,WBD,142.01030279568303,25.944601629946884,89.87473641040462,6.008936768201329,Warner Bros. Discovery,Communication Services,Broadcasting
9,LRCX,134.38608932190203,16.22981936405641,56.221743472421814,9.605742810409142,Lam Research,Information Technology,Semiconductor Materials & Equipment
