Ticker,Momentum (%),Monthly Vol (%),Ann. Vol (%),Weight (%),Stop Loss Price,Sector,recommendation,Sentiment Boost,Adjusted Momentum (%)
SNDK,1110.9014114161446,59.5246842256136,206.19955476651288,4.943636101270623,559.116787109375,Information Technology,buy,2.5,1224.7415525577592
CIEN,271.07588344928854,19.10443169625917,66.1796926953003,15.40156719058249,306.8560107421875,Information Technology,buy,2.5,300.93347179421744
TER,171.13842606600434,13.527578256643071,46.86090568773963,21.749633048745068,281.50869140625,Information Technology,buy,2.5,191.0022686726048
WBD,142.01030279568303,25.944601629946884,89.87473641040462,27.99477107101536,25.361599731445313,Communication Services,hold,0.0,156.21133307525136
AMAT,132.70646194629504,9.835922553247064,34.07263520307302,29.910392588386465,327.2158935546875,Information Technology,buy,2.5,148.72710814092454
